3	0	19.2789
3	0	19.8512
3	0	19.8704
3	0	19.8745
3	0	19.878
3	0	19.9547
3	0	19.9612
3	0	19.9659
3	0	19.9714
2	0	19.3935
2	0	20.014
2	0	20.0226
2	0	20.0296
2	0	20.0362
2	0	20.0429
2	0	20.0488
2	0	20.0542
2	0	20.0609
2	0	20.0676
2	0	20.0742
2	0	20.0816
2	0	20.0875
2	0	20.0911
2	0	20.095
1	0	19.3364
1	0	20.114
1	0	20.1177
1	0	20.121
1	0	20.1244
1	0	20.4286
1	0	20.4334
1	0	20.4369
1	0	20.4438
1	0	20.4484
1	0	20.4533
1	0	20.4578
1	0	20.4611
1	0	20.465
1	0	20.4705
3	0	19.9768
3	0	20.6361
3	0	20.6425
3	0	20.6596
3	0	20.6665
3	0	20.6714
